web-scraper-order,web-scraper-start-url,titoli,link,link-href,descr,autor,date,skill
"1611343483-3264","https://www.udemy.com/courses/it-and-software/?lang=it&p=8&sort=newest","","Sistemistica per Sysadmin e Pentester Microsoft & More LVL2Un pacchetto di implementazioni must-have per ogni sysadmin e futuro pentesterThe Phoenix GroupValutazione: 4,5 su 54,5(50)3,5 ore totali19 lezioniTutti i livelliPrezzo attuale24,99 €","https://www.udemy.com/course/sistemistica-per-sysadmin-e-pentester-microsoft-more-lvl2/","","The Phoenix Group","Ultimo aggiornamento 12/2020",""
"1611342990-3055","https://www.udemy.com/courses/it-and-software/?lang=it&p=11&sort=newest","","Bitcoin dalla teoria alla pratica - sezione BlockchainCorso Bitcoin sezione Blockchain - Affronta e mette in pratica il protocollo BitcoinAlessio Barnini, Alessandro AgliettiValutazione: 4,4 su 54,4(2)2 ore totali16 lezioniIntermedioPrezzo attuale29,99 €","https://www.udemy.com/course/corso-italiano-bitcoin-blockchain-teoria-pratica-tutorial-criptovaluta/","DescrizioneChe corso di Bitcoin state cercando?
Se state cercando un corso su come investire in criptovalute e diventare ricchi, questo non è per voi. Se state cercando un corso su come iscriversi ai vari exchanges, questo corso non è per voiSe state cercando delle dritte su quale criptovaluta comprare per fare TO THE MOON, questo corso non è per voi
Se state cercando un corso che vi faccia vedere come è formato un blocco utilizzando un fullnode Bitcoin, questo corso è per voiSe state cercando un corso che vi faccia capire Bitcoin senza passare dalla parte speculativa, questo corso è per voiSe state cercando un corso che vi faccia vedere come esplorare un merkle tree, questo corso è per voiSe state cercando un corso che vi faccia capire i forks di Bitcoin , questo corso è per voi
L'obiettivo di questo corso è capire il protocollo Bitcoin grazie ad esempi pratici. Ogni lezione parte da una introduzione con slide, per poi mettere in pratica quanto spiegatoQuesto non è il corso completo, se stai cercando il corso completo cerca ""Bitcoin dalla teoria alla pratica - corso completo"" o inviami un messaggio
Questa sezione si concentra principalmente suBlockchainoltre a sezioni extra come:La storiacrittografiae molto altro
Cosa intendiamo con esempi pratici?
Chiamate RPC ad un vero fullnodeRicalcolare il merkle root partendo dal merkle block message.Analizzare il blocco genesie molto altro ...
Abbiamo deciso di utilizzare solo riga di comando, cercando di mantenersi più possibile a basso livello.Il nostro obiettivo non è scrivere del codice performante o riutilizzabile, il nostro obiettivo è scrivere del codice per capire al meglio il protocollo Bitcoin. È anche per questo motivo che abbiamo deciso di, ove possibile, non utilizzare librerie esterne le quali potrebbero fare il ""lavoro sporco"" per noi.
E' consigliata una minima conoscenza dei comandi shell.Il corso potrà avere degli aggiornamenti nel tempo.
The Times 03/Jan/2009 Chancellor on brink of second bailout for banks
A chi è rivolto questo corso:Sviluppatori e curiosi sul mondo del Bitcoin e della blockchainPrincipianti curiosi di approfondire BitcoinChiunque voglia REALMENTE capire come funziona BitcoinMostra di piùMostra meno","","Ultimo aggiornamento 3/2019",""
"1611342721-2940","https://www.udemy.com/courses/it-and-software/?lang=it&p=13&sort=newest","","GDPR - General Data Protection RegulationCorso Informativo sul GDPR -  come affrontare la nuova normativa sulla privacy#Digitalizzando AcademyValutazione: 3,6 su 53,6(79)2 ore totali8 lezioniPrincipiantePrezzo attuale199,99 €","https://www.udemy.com/course/corso-gdpr-general-data-protection-regulation/","","","Ultimo aggiornamento 5/2018","Cosa impareraiMaggiore consapevolezza di cosa sta accadendo in Europa in materia di Privacy"
"1611343056-3080","https://www.udemy.com/courses/it-and-software/?lang=it&p=11&sort=newest","","Scrum FundamentalsI fondamenti di Scrum: i concetti principali raggruppati e riordinati al fine di orientarsiStefano PistorioValutazione: 3,7 su 53,7(19)1 ora totale13 lezioniPrincipiantePrezzo attuale19,99 €","https://www.udemy.com/course/scrumintro/","","","Pubblicato 5/2019","Cosa impareraiI fondamentali di Scrum per orientarsi prima di approfondire. Un aiuto iniziale alla certificazione"
"1611342858-2997","https://www.udemy.com/courses/it-and-software/?lang=it&p=12&sort=newest","","Come creare e montare video con Camtasia Studio.Impara Camtasia Studio dalla A alla Z. Diventa un guru della Camtasia e crea il tuo video perfetto!Igor KissiValutazione: 4,4 su 54,4(5)8 ore totali44 lezioniPrincipiantePrezzo attuale29,99 €","https://www.udemy.com/course/creare-e-modificare-video-con-camtasia-studio/","DescrizioneNel corso vediamo nel dettaglio una dei migliori programmi per catturare lo schermo ed elleborare il video ottnuto e sto parlando della Camtasia Studio. Durante il corso impari come catturare lo schermo del tuo computer, importare e inserire nel video varie fail  come immagini, video e audio, creare  passaggi fra varie clip del tuo progetto, aggiungere sottotitoli e musica di sottofondo, aggiungere varie effetti visuali come in un cartone animato e tanto altro per poter alla fine ottenere video di alta qualità nel formato voluto.  Scoprirai anche come creare il proprio canale su Youtube per postarci i tuoi video e come creare un intro in pochi minuti.  E ho aggiunto anche una piccola sezione con dei consigli utili che riguardano pianificazione del tuo lavoro durante produzione di un video A chi è rivolto questo corso:Il corso sarà utile per coloro che vogliono produrre un video didattico.Per coloro che vorrebbero registrare lo schermo del suo computer per condividere le sue abilita e conoscenze in un certo settore, come per esempio uso dei programmi o video giochi.Per coloro che vorrebbero modificare e aggiungere elementi interrativi in un video ripreso con un semplice telefonino o videocamera.Mostra di piùMostra meno","","Ultimo aggiornamento 9/2018",""
"1611343886-3436","https://www.udemy.com/courses/it-and-software/?lang=it&p=5&sort=newest","","Iphone per principianti: impara ad usare BENE il tuo IphoneCorso pratico passo-passo che ti insegnerà  VELOCEMENTE la funzioni basi dello smartphone AppleStefano IndacoValutazione: 3,9 su 53,9(4)2,5 ore totali35 lezioniPrincipiantePrezzo attuale49,99 €","https://www.udemy.com/course/iphone-per-principianti/","","","Ultimo aggiornamento 1/2021","Cosa impareraiUtilizzare l'Iphone in maniera indipendenteSaper usare le app più famose come Whatsapp o SafariFare meravigliose foto e video, modificarli e condividerliUsare l'Iphone come navigatoreGestire la musicaPadroneggiare Siri e i comandi vocali"
"1611342582-2884","https://www.udemy.com/courses/it-and-software/?lang=it&p=14&sort=newest","","Corso elettronica base - OceanDrivers AcademyUn corso per iniziare a capire il mondo della elettronica di bordo, con chiarezza e semplicità!Gilberto Pastorella, Ocean Connection S.L. NIF: ESB57816514Valutazione: 4,9 su 54,9(8)2 ore totali11 lezioniTutti i livelliPrezzo attuale59,99 €","https://www.udemy.com/course/corso-elettronica-base-oceandrivers-academy/","DescrizioneIn questo corso imparerai:
I diversi tipi di sensori, la loro manutenzione e corretta installazioneGli schermi di bordo, punti deboli, importanza della loro posizioneLa logica del processore, i difetti e la necessità di calibrareCome collegare un computer e/o un tablet al sistemaQuali sono i protocolli di comunicazione, come possono integrarsi strumenti di marche diverseL’architettura di diversi sistemiCome collegare il computer di bordo agli strumentiQuali software utilizzare per la navigazioneA chi è rivolto questo corso:SkipperArmatoriVelistiMostra di piùMostra meno","","Ultimo aggiornamento 3/2017",""
"1611343750-3373","https://www.udemy.com/courses/it-and-software/?lang=it&p=6&sort=newest","","Active Directory - Windows Server 2019Impariamo a creare e gestire un'infrastruttura IT basata su Active Directory e Microsoft Windows 2019 ServerPaolo MantovaniValutazione: 4,7 su 54,7(182)8 ore totali54 lezioniTutti i livelliPrezzo attuale129,99 €","https://www.udemy.com/course/active-directory-windows-server-2019/","","","Ultimo aggiornamento 7/2020","Cosa impareraiGestione aziendale dell'IT - ICT tramite Active Directory di Windows Server 2019 (o precedenti), gestione Server (installazione e gestione), client (installazione e gestione), users, printers, group policies, aggiornamenti automatici aziendali tramite WSUS, condivisioni, permessi e sicurezza, backup, virtualizzazione"
"1611344322-3608","https://www.udemy.com/courses/it-and-software/?lang=it&p=2&sort=newest","Impara a programmare in Java da zero","","","","","null",""
"1611343603-3309","https://www.udemy.com/courses/it-and-software/?lang=it&p=7&sort=newest","","Crea Scenari in KNXSfrutta al massimo le potenzialità dello Standard KNXDavide Grandeppieno3 ore totali13 lezioniTutti i livelliPrezzo attuale89,99 €","https://www.udemy.com/course/crea-scenari-in-knx/","DescrizioneAll’interno di questo corso imparerai a programmare gli scenari KNX all’interno del software ETS5. Partiremo dall’analisi dei due Datapoint che gestiscono il richiamo e la memorizzazione degli scenari , fino ad arrivare alla creazione di scenari KNX personalizzati. L’obbiettivo finale è quello di renderti in grado di parametrizzare gli Scenari KNX in tutta autonomia.Questo corso, inoltre, ti fornirà tutte le informazioni utili e necessarie per creare scenari con tutti i dispositivi che utilizzano lo Standard KNX.Se vorrai mettere in pratica tutto ciò che ti mostrerò in questo Corso, dovrai munirti di un PC Windows con almeno Windows 7, 4 Giga di RAM installata ed un buon processore, poiché il Software ETS5 è piuttosto pesante.
N.B: questo corso online non concorre e non sostituisce i corsi certificati dell’associazione KNX.

A chi è rivolto questo corso:ElettricistiInstallatoriPeritiSystem IntegratorProgettistiTecniciStudentiArchitettiDesignerMostra di piùMostra meno","","Pubblicato 4/2020",""
"1611343773-3379","https://www.udemy.com/courses/it-and-software/?lang=it&p=6&sort=newest","","Corso sulle basi di dati: dallo schema E/R all'SQLImpara da 0 a a progettare una base di datiDaniele MasoneValutazione: 3,7 su 53,7(12)6 ore totali32 lezioniPrincipiantePrezzo attuale99,99 €","https://www.udemy.com/course/corso-sulle-basi-di-dati-dallo-schema-er-allsql/","","","Ultimo aggiornamento 5/2020","Cosa impareraiImparerai cosa sono i sistemi informativiSaprai progettare concettualmente una base di datiSaprai progettare logicamente una base di datiSaprai progettare fisicamente una base di datiImparerai cos'è un DBMS e le sue applicazioni concreteImparerai come funziona l'algoritmo RSA (cifratura simmetrica per la sicurezza dei dati)"
"1611344254-3579","https://www.udemy.com/courses/it-and-software/?lang=it&p=3&sort=newest","","SQL Server : Il corso completo su BACKUP e RESTORE.Questo (3 ore) corso vi insegnerà tutte le sottigliezze di BACKUP e RESTORE su SQL Server 2019.Olivier Thuillier Amministrazione, TSQL e prestazioni del server SQL.2,5 ore totali27 lezioniPrincipiantePrezzo attuale99,99 €","https://www.udemy.com/course/sql-server-il-corso-completo-su-backup-e-restore/","Descrizione⚡⚡ Se volete beneficiare di questo corso al prezzo di 10 euro, inviatemi una mail a olivtone@yahoo.fr, vi invierò il coupon di sconto entro il giorno.⚡⚡⭐️ Il corso è in inglese ma i sottotitoli sono in italiano.  ⭐️✔ Sapevate che potete esibirvi con il vostro BACKUP?✔ Siete sicuri di avere una strategia di BACKUP efficace e solida?✔ Avete mai sentito parlare del TAIL LOG BACKUP ?✏ Questo corso è diviso in due capitoli: ✏ La prima parte, è la parte del livello per principianti, dove discuteremo il :Come fare molto semplicemente un BACKUP e un RESTORE.Discuteremo i BACKUP LOGS e il BACKUP DIFFERENZIALE, e perché è assolutamente necessario implementarli nella vostra strategia di BACKUP.Comprendere l'interesse del WITH INIT in un BACKUP, e imparare a fare un restauro a tempo con l'opzione WITH STOPAT.E infine, vedremo il diverso modello di recupero completo su un database (FULL, SIMPLE e BULKED LOGGUED), e perché questo è (molto) importante per i nostri BACKUP.✏ La seconda parte, che è più lunga, è la parte di un livello più avanzato, discuteremo : La performance quando si fa un BACKUP su più file.Evitare la corruzione sui BACKUP con il CHECKSUM, e capire l'importanza del BACKUP WITH COPY ONLY,, per evitare di rompere la catena del BACKUP durante il giorno.Scoprire che è possibile effettuare un RESTORE di una pagina, o da un LSN, per evitare di perdere ore di RESTORE, in caso di crash del server.Recuperare i log non salvati, in caso di crash del server, con la potenza del TAIL LOG BACKUP.Discuteremo il  BACKUP WITH COMPRESSION, per risparmiare spazio su disco, che può essere significativo, e la copia simultanea del BACKUP con l'opzione WITH MIRROR .Vedremo anche come ripristinare i database di sistema (Master, MSDB, model, TEMPDB).Il RESTORE CON STANDBY, che permette di esaminare i dati tra un RESTORE e l'altro.E per finire, vedremo come fare un RESTORE da uno SNAPSHOT, vedere i diritti necessari, fare BACKUP, come consultare i metadati BACKUP.
✏ Avrete capito un programma molto completo, riguardante questo modulo su SQL Server, molto ricco, e così emozionante :)✅ Questo corso vi aiuterà molto se volete partecipare a una certificazione Microsoft.✅ Nessuna dimostrazione è più lunga di 10 minuti (quindi non sarà troppo soporifero).✅ Il corso è in inglese ma i sottotitoli sono in italiano, e anche le sceneggiature del corso sono in italiano.
✏ Perché iniziare l'amministrazione SQL?✅ SQL Server  è una delle competenze più richieste sul mercato del lavoro.✅ Amministrare un server SQL e interrogare in TSQL oggi è un lavoro a tempo pieno.✅ Inoltre, SQL Server, grazie alla sua semplicità, consente di diventare rapidamente competente in materie molto specifiche. ✅ Una volta terminato questo corso, credetemi, vi sentirete molto più a vostro agio con il linguaggio SQL.✅ Ho anche fatto in modo che i video non superino i 10 minuti, quindi non sarà troppo soporifero :)A chi è rivolto questo corso:Futuri amministratori di database (DBA)Sviluppatori che vogliono imparare l'SQLConsulenti di BI che lavorano su tecnologie diverse da SQL Server (Oracle ecc...)Studenti che vogliono iniziare a lavorare in SQLI conduttori tecnici (CRM, Web, ecc...) che vogliono scoprire l'SQLMostra di piùMostra meno","","Ultimo aggiornamento 1/2021",""
"1611343714-3350","https://www.udemy.com/courses/it-and-software/?lang=it&p=6&sort=newest","Creiamo con WordPress!","","","","","null",""
"1611344177-3555","https://www.udemy.com/courses/it-and-software/?lang=it&p=3&sort=newest","","Windows 10, guida iniziale per principiantiCorso di informatica base dedicato a chi non ha mai acceso un pc con Windows 10Matteo MainiValutazione: 3,9 su 53,9(6)3,5 ore totali10 lezioniPrincipiantePrezzo attuale24,99 €","https://www.udemy.com/course/corso-di-informatica-base-impara-da-zero/","DescrizioneIl corso svolge le basi di Windows 10, come muoversi all'interno del Sistema Operativo, quali sono le funzioni che posso svolgere appena comprato un computer con termini adatti a tutte le persone.Si utilizzeranno strumenti già presenti in Windows 10, riuscendo così a capire le funzioni base.ATTENZIONE: corso NON adatto a chi ha già conoscenze profonde.Non è indispensabile avere un computer che svolga potenti prestazioni, l'importante è che sia presente Windows 10.A chi è rivolto questo corso:Persone di tutte le età.Corso NON adatto a chi conosce bene la materia informatica e chi ha già molte conoscenze.Mostra di piùMostra meno","","Ultimo aggiornamento 1/2021",""
"1611344000-3470","https://www.udemy.com/courses/it-and-software/?lang=it&p=5&sort=newest","","Da 0 ad Ethical HackerCorso Completo di Ethical Hacking Teorico e PraticoGiuseppe CompareValutazione: 4,3 su 54,3(46)6 ore totali66 lezioniIntermedioPrezzo attuale69,99 €","https://www.udemy.com/course/eth-hac-strumenti-del-mestiere/","DescrizioneIl corso è in italiano.Il corso presenta gli strumenti principali utilizzati da un ethical hacker. Nel corso è presente anche il mio libro che consente di studiare in modo dettagliato la parte teorica. Dopo ogni lezione aggiuntiva teorica verrà descritto il funzionamento degli strumenti con esempi pratici, ad esempio, come eseguire dei penetration test manuali con burp e come evidenziare le tipologie di attacco più frequenti (sql injection, xss, xxe ed altre). Il corso risulterà completo dopo aver seguito tutte le lezioni e aver completato i quiz. Alla fine, in caso di esito positivo, verrà rilasciato un attestato.A chi è rivolto questo corso:Who want to study Cyber SecurityWho want to become a PentesterWho love cybersecurityWho want to become an ethical hackerMostra di piùMostra meno","","Ultimo aggiornamento 8/2020",""
"1611343196-3144","https://www.udemy.com/courses/it-and-software/?lang=it&p=10&sort=newest","","Amazon Alexa: attivazione, uso accessori, gestione e skillsImpara ad utilizzare al meglio il tuo Amazon Echo Alexa, corso completo dall'inizializzazione alle routine e le skillMassimiliano AlfieriValutazione: 4,6 su 54,6(8)2 ore totali20 lezioniTutti i livelliPrezzo attuale29,99 €","https://www.udemy.com/course/amazon-alexa-attivazione-uso-accessori-gestione-e-skills/","","","Ultimo aggiornamento 11/2019","Cosa impareraiImparerai ad utilizzare al meglio il tuo dispositivo Amazon Echo AlexaImparerai a utilizzare le skillImparerai a creare le routine vocaliImparerai ad aggiungere dispositivi come prese di corrente e lampadine intelligentiImparerai come collegare l'aria condizionata ad Alexa per accenderla o impostare i gradi voluti solo con la voceConoscerai in maniera approfondita la app AlexaPotrai ottenere il massimo dal tuo dispositivo Echo AlexaImparerai come poter comandare qualsiasi dispositivo con telecomando ad infrarossi tramite Alexa"
"1611343638-3323","https://www.udemy.com/courses/it-and-software/?lang=it&p=7&sort=newest","","Corso Base di SQL per OracleImpariamo SQL per qualsiasi DB Relazionale con una particolare attenzione alla versione OracleMichele PiazzollaValutazione: 4,4 su 54,4(39)3 ore totali44 lezioniPrincipiantePrezzo attuale19,99 €","https://www.udemy.com/course/corso-base-di-sql-per-oracle/","","","Ultimo aggiornamento 5/2020","Cosa impareraiImparare a costruire in modo corretto e chiaro una QueryImparare il linguaggio SQL per OracleInstallare un server OracleCreare un nuovo DB, tabelle, viste e altri oggetti Oracle"
"1611343525-3275","https://www.udemy.com/courses/it-and-software/?lang=it&p=8&sort=newest","","Il regolamento Europeo sul Trattamento dei dati - PrivacyCome affrontare le prescrizioni del GDPR - Video Sorveglianza - Rilascio attestazione partecipazione per Garante PrivacyDavide BariselliValutazione: 4,2 su 54,2(7)2,5 ore totali7 lezioniPrincipiantePrezzo attuale39,99 €","https://www.udemy.com/course/il-regolamento-europeo-sul-trattamento-dei-dati-privacy/","DescrizioneIl corso prevede un semplice test di valutazione necessario per dimostrare la partecipazione al corso di fronte a possibili controlli delle autorità competenti (Garante Guardia di Finanza Agenzia delle entrate).
Il corso ha l'obiettivo di illustrare cosa devono fare le organizzazioni per rispettare gli adempimenti previsti dal GDPRIl corso è suddiviso in vari moduli al termine dei quali sono previsti dei momenti di valutazione necessari per rilasciare un attestato di partecipazione e di superamento del corso che vale come elemento da esibire a fronte di un controllo dell'autorità GaranteSessione 1: Introduzione e descrizioni dei principi su cui si fonda il GDPRSessione 2: Termini e definizioni: verranno illustrati i principali termini e le definizioni contenute nel regolamentoSessione 3 Soggetti coinvolti dalla normativaSessione 4: diritti riconosciuti agli interessatiSessione 5: Lezione : quali sono le attività che devo attuare per ottemperare al regolamento europeoSessione 5: Lezione : la gestione degli impianti di video sorveglianzaSessione 6: Le sanzioni previste dal GDPRA chi è rivolto questo corso:Titolari di aziendeDipendenti di aziende di information tecnologiIT managerSoggetti incaricati di gestire la privacyStudenti che hanno affrontato nel corso degli studi le normative sulla sicurezza informaticaMostra di piùMostra meno","","Pubblicato 3/2020",""
"1611343095-3098","https://www.udemy.com/courses/it-and-software/?lang=it&p=10&sort=newest","Diventa Sistemista CISCO - Livello 1","","","","","null",""
"1611344199-3563","https://www.udemy.com/courses/it-and-software/?lang=it&p=3&sort=newest","","Microsoft OneDrive - Corso completo sul Web e sul desktopCorso completo e pratico di Onedrive in Microsoft 365, sul Web e desktopFranco IacovelliValutazione: 4,7 su 54,7(19)3 ore totali31 lezioniTutti i livelliPrezzo attuale34,99 €","https://www.udemy.com/course/microsoft-onedrive-for-business/","","","Ultimo aggiornamento 9/2020","Cosa impareraiConserva e gestisci i tuoi file sul cloud di Microsoft in 1 TB di spazioSincronizza tutti i tuoi file anche in locale ma senza occupare spazio sul PCAccedi ai tuoi file ovunque, anche offlineNon perdere i tuoi file e le tue foto, anche se smarrisci il tuo dispositivoCondividi file, cartelle e foto senza inviare più allegati di grandi dimensioni per e-mailRipristina qualsiasi file a un momento precedente fino a 30 giorni dalla modificaUsa le app di Office salvando automaticamente i file nel cloud"
"1611343638-3321","https://www.udemy.com/courses/it-and-software/?lang=it&p=7&sort=newest","","Corso Base di SQL per OracleImpariamo SQL per qualsiasi DB Relazionale con una particolare attenzione alla versione OracleMichele PiazzollaValutazione: 4,4 su 54,4(39)3 ore totali44 lezioniPrincipiantePrezzo attuale19,99 €","https://www.udemy.com/course/corso-base-di-sql-per-oracle/","DescrizioneIn questo corso imparerete le basi di SQL per qualsiasi DB Relazionale con una particolare attenzione alla versione Oracle. Il corso è basato su lezioni brevi e specifiche che vi permetteranno di comprendere chiaramente ogni argomento, testarlo e nel caso ricercarlo con facilità anche dopo aver concluso il corso. Ho cercato di non far durare molto le lezioni, perchè credo che riempire di informazioni un corso base avrebbe reso solo il tutto più noioso e fuorviante. VI insegnero un metodo infallibile per impostare una select e accontentare ogni richiesta che vi verrà chiesta.A chi è rivolto questo corso:Sviluppatori che si affacciano al mondo dei databaseChiunque voglia imparare ad interagire con un DatabaseStudenti universitari di informativaMostra di piùMostra meno","","Ultimo aggiornamento 5/2020",""
"1611343305-3194","https://www.udemy.com/courses/it-and-software/?lang=it&p=9&sort=newest","","REACT E REDUX: LA GUIDA COMPLETAImpara a conoscere la libreria React realizzando web app da zero grazie ad EcmaScript6Lucio TicaliValutazione: 4,4 su 54,4(35)17,5 ore totali113 lezioniTutti i livelliPrezzo attuale129,99 €","https://www.udemy.com/course/react-e-redux-la-guida-completa/","","","Ultimo aggiornamento 12/2020","Cosa impareraiGli studenti impareranno ad utilizzare React ed a padroneggiare EcmaScript6"
"1611342912-3019","https://www.udemy.com/courses/it-and-software/?lang=it&p=12&sort=newest","","Programmare con Python e Reverse ShellLearn to hack with PythonGiuseppe CompareValutazione: 4,1 su 54,1(18)2,5 ore totali12 lezioniIntermedioPrezzo attuale29,99 €","https://www.udemy.com/course/programmare-con-python-e-reverse-shell/","","Giuseppe Compare","Ultimo aggiornamento 12/2018",""
"1611342754-2949","https://www.udemy.com/courses/it-and-software/?lang=it&p=13&sort=newest","","Impara Linux: dalle basi alla certificazione LPI - Exam 101Costruisci solide basi e inizia la tua carriera come professionista Linux in un settore in rapida crescita - 1 parteMoreno RazzoliValutazione: 4,5 su 54,5(1.048)13 ore totali87 lezioniIntermedioPrezzo attuale129,99 €Best seller","https://www.udemy.com/course/impara-linux-dalle-basi-alla-certificazione/","","","Ultimo aggiornamento 1/2021","Cosa impareraiAvviare il sistema anche in condizioni criticheInstallare Linux e gestire i pacchetti softwareInstallazione manuale e configurazione di un boot managerRiga di comando: comandi GNU e UnixConfigurazione e diagnostica networking sulla macchina LinuxGestione dei processi e priorità di esecuzioneUtilizzo di VI / VIMMantenere l'integrità del filesystem e del sistemaGestire le quote di disco per gli utentiComprendere e gestire i permessi sul filesystem Linux"
"1611342665-2922","https://www.udemy.com/courses/it-and-software/?lang=it&p=13&sort=newest","","Corso di Sicurezza Informatica e delle CriptovaluteImparerai nozioni fondamentali sulla sicurezza informatica e gestire al sicuro le tue criptovalute.Ferdinando RussoValutazione: 4,4 su 54,4(21)3 ore totali10 lezioniPrincipiantePrezzo attuale39,99 €","https://www.udemy.com/course/corso-di-sicurezza-informatica-e-delle-criptovalute/","DescrizioneIl corso è per tutti.. Prima di sapere cosa fare con un apparato informatico è necessario sapere perchè lo si fa e sopratutto come e quando farlo. Il corso è frutto di un lavoro di più persone che da nozioni sia all'utente intermedio che all'utente alle prime armi accompagnandolo per mano verso un mondo sempre più digitale e con i rischi che ne derivano. Il tutto è orientato ANCHE al mondo delle criptovalute dove ogni giorno, sono sempre più frequenti gli attacchi nei confronti degli utenti che subiscono furti di criptovalute. Ma anche all'utente generico medio che lavora su un computer in una qualsiasi azienda o a livello domestico.A chi è rivolto questo corso:Chiunque desideri avere sicurezza dei dati sensibili del proprio computer, con particolare attenzione alle criptovalute.Mostra di piùMostra meno","","Ultimo aggiornamento 3/2018",""
"1611343861-3424","https://www.udemy.com/courses/it-and-software/?lang=it&p=5&sort=newest","","Informatica per principiantiScopri l'avvincente mondo dell'informatica, anche se parti da zero!ing. Francesco PisciottaValutazione: 4,6 su 54,6(60)5 ore totali77 lezioniPrincipiantePrezzo attuale59,99 €","https://www.udemy.com/course/informatica-per-principianti/","","ing. Francesco Pisciotta","Ultimo aggiornamento 1/2021",""
"1611343211-3154","https://www.udemy.com/courses/it-and-software/?lang=it&p=9&sort=newest","Uso pratico del computer","","","","","null",""
"1611343592-3308","https://www.udemy.com/courses/it-and-software/?lang=it&p=7&sort=newest","","Microsoft Access 365Il software più utilizzato al mondo per creare softwarePIETRO MANNOValutazione: 4,4 su 54,4(16)3,5 ore totali12 lezioniTutti i livelliPrezzo attuale34,99 €","https://www.udemy.com/course/microsoft-access-365/","","","Ultimo aggiornamento 11/2020","Cosa impareraiGestire al meglio un progetto da zero"
"1611342665-2923","https://www.udemy.com/courses/it-and-software/?lang=it&p=13&sort=newest","","Corso di Sicurezza Informatica e delle CriptovaluteImparerai nozioni fondamentali sulla sicurezza informatica e gestire al sicuro le tue criptovalute.Ferdinando RussoValutazione: 4,4 su 54,4(21)3 ore totali10 lezioniPrincipiantePrezzo attuale39,99 €","https://www.udemy.com/course/corso-di-sicurezza-informatica-e-delle-criptovalute/","","Ferdinando Russo","Ultimo aggiornamento 3/2018",""
"1611342912-3018","https://www.udemy.com/courses/it-and-software/?lang=it&p=12&sort=newest","","Programmare con Python e Reverse ShellLearn to hack with PythonGiuseppe CompareValutazione: 4,1 su 54,1(18)2,5 ore totali12 lezioniIntermedioPrezzo attuale29,99 €","https://www.udemy.com/course/programmare-con-python-e-reverse-shell/","DescrizioneIl corso presenta le basi della programmazione Python: input/output, formattazione avanzata, tuple, liste, dizionari, gestione errori, operazioni su file e cartelle, metodo walk, invio email e metodi di compressione e socket. Si partirà dalle basi e passo passo verranno mostrati i costrutti principali della programmazione Python.  Dato che mi occupo di Sicurezza Informatica le ultime lezioni sono dedicate alla creazione di Socket UDP e TCP e alla creazione di una Reverse Shell creata con Python. Buon CorsoA chi è rivolto questo corso:tutti coloro che hanno voglia di conoscere questo linguaggio di programmazione","","Ultimo aggiornamento 12/2018",""
"1611344322-3600","https://www.udemy.com/courses/it-and-software/?lang=it&p=2&sort=newest","SuperVeeam - perchè i Backup hanno bisogno di Eroi","","","","","null",""
"1611344325-3619","https://www.udemy.com/courses/it-and-software/?lang=it&p=2&sort=newest","","Hacker della Mente: Social Engineering & OSINTIngegneria Sociale e Tecniche OSINT applicate al mondo dell'Ethical HackingSecurityHero.it Training, The Phoenix GroupValutazione: 4,6 su 54,6(128)9,5 ore totali144 lezioniTutti i livelliPrezzo attuale129,99 €","https://www.udemy.com/course/hacker-della-mente/","","","Ultimo aggiornamento 11/2020","Cosa impareraiOsint e Social Engineering sono la capacità di accumulare ed estrapolare informazioni da internet e dalle persone su determinati argomenti. Se quindi sei un fanatico delle informazioni di qualsiasi tipo, è il corso per te. A chi non piacerebbe conoscere qualosa che non sa?"
